-1.500000000000000000e+03,-1.500000000000000000e+03,2.999924999062476563e+05
-1.440000000000000227e+03,-1.500000000000000000e+03,2.999927939134538756e+05
-1.380000000000000000e+03,-1.500000000000000000e+03,2.999930759200952016e+05
-1.320000000000000000e+03,-1.500000000000000000e+03,2.999933459262055112e+05
-1.260000000000000000e+03,-1.500000000000000000e+03,2.999936039318171679e+05
-1.200000000000000000e+03,-1.500000000000000000e+03,2.999938499369611964e+05
-1.140000000000000000e+03,-1.500000000000000000e+03,2.999940839416670497e+05
-1.080000000000000000e+03,-1.500000000000000000e+03,2.999943059459629003e+05
-1.020000000000000114e+03,-1.500000000000000000e+03,2.999945159498752910e+05
-9.599999999999998863e+02,-1.500000000000000000e+03,2.999947139534295420e+05
-9.000000000000000000e+02,-1.500000000000000000e+03,2.999948999566492857e+05
-8.400000000000000000e+02,-1.500000000000000000e+03,2.999950739595568739e+05
-7.800000000000000000e+02,-1.500000000000000000e+03,2.999952359621732612e+05
-7.199999999999998863e+02,-1.500000000000000000e+03,2.999953859645177727e+05
-6.600000000000000000e+02,-1.500000000000000000e+03,2.999955239666085108e+05
-6.000000000000000000e+02,-1.500000000000000000e+03,2.999956499684620649e+05
-5.400000000000000000e+02,-1.500000000000000000e+03,2.999957639700933942e+05
-4.799999999999999432e+02,-1.500000000000000000e+03,2.999958659715163521e+05
-4.199999999999999432e+02,-1.500000000000000000e+03,2.999959559727430460e+05
-3.600000000000000568e+02,-1.500000000000000000e+03,2.999960339737844188e+05
-3.000000000000000000e+02,-1.500000000000000000e+03,2.999960999746496673e+05
-2.399999999999998579e+02,-1.500000000000000000e+03,2.999961539753468242e+05
-1.799999999999999432e+02,-1.500000000000000000e+03,2.999961959758823505e+05
-1.200000000000000568e+02,-1.500000000000000000e+03,2.999962259762612521e+05
-5.999999999999990052e+01,-1.500000000000000000e+03,2.999962439764871378e+05
0.000000000000000000e+00,-1.500000000000000000e+03,2.999962499765621615e+05
6.000000000000015632e+01,-1.500000000000000000e+03,2.999962439764871378e+05
1.200000000000000568e+02,-1.500000000000000000e+03,2.999962259762612521e+05
